0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,
11,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.239269406393,-0.249110032362,-0.258793456033,-0.268343051506,-0.277777777778,-0.287113174182,-0.296362098139,-0.305535279805,-0.314641744548,-0.323689138577,-0.332683982684,-0.341631871955,-0.350537634409,-0.35940545809,-0.368238993711,-0.377041438147,-0.385815602837,-0.394563970166,-0.403288740245,-0.411991869919,-0.420675105485,-0.429340010272,-0.437987987988,-0.446620302587,-0.455238095238,-0.463842398884,-0.472434150772,-0.481014203285,-0.489583333333,-0.498142250531,-0.506691604323,-0.515231990232,-0.523763955343,-0.532288003126,-0.540804597701,-0.549314167606,-0.557817109145,-0.566313789359,-0.574804548685,-0.583289703316,-0.591769547325,-0.600244354567,-0.608714380384,-0.617179863148,-0.625641025641,-0.634098076317,-0.642551210428,-0.65100061106,-0.65944645006,
12,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.240776699029,-0.250460122699,-0.260009718173,-0.269444444444,-0.278779840849,-0.288028764805,-0.297201946472,-0.306308411215,-0.315355805243,-0.324350649351,-0.333298538622,-0.342204301075,-0.351072124756,-0.359905660377,-0.368708104814,-0.377482269504,-0.386230636833,-0.394955406912,-0.403658536585,-0.412341772152,-0.421006676939,-0.429654654655,-0.438286969253,-0.446904761905,-0.455509065551,-0.464100817439,-0.472680869951,-0.48125,-0.489808917197,-0.498358270989,-0.506898656899,-0.51543062201,-0.523954669793,-0.532471264368,-0.540980834273,-0.549483775811,-0.557980456026,-0.566471215352,-0.574956369983,-0.583436213992,-0.591911021234,-0.600381047051,-0.608846529814,-0.617307692308,-0.625764742983,-0.634217877095,-0.642667277727,-0.651113116727,
13,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.242126789366,-0.25167638484,-0.261111111111,-0.270446507515,-0.279695431472,-0.288868613139,-0.297975077882,-0.30702247191,-0.316017316017,-0.324965205289,-0.333870967742,-0.342738791423,-0.351572327044,-0.360374771481,-0.36914893617,-0.3778973035,-0.386622073579,-0.395325203252,-0.404008438819,-0.412673343606,-0.421321321321,-0.42995363592,-0.438571428571,-0.447175732218,-0.455767484105,-0.464347536618,-0.472916666667,-0.481475583864,-0.490024937656,-0.498565323565,-0.507097288676,-0.51562133646,-0.524137931034,-0.532647500939,-0.541150442478,-0.549647122693,-0.558137882018,-0.566623036649,-0.575102880658,-0.5835776879,-0.592047713718,-0.600513196481,-0.608974358974,-0.61743140965,-0.625884543762,-0.634333944394,-0.642779783394,
14,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.243343051506,-0.252777777778,-0.262113174182,-0.271362098139,-0.280535279805,-0.289641744548,-0.298689138577,-0.307683982684,-0.316631871955,-0.325537634409,-0.33440545809,-0.343238993711,-0.352041438147,-0.360815602837,-0.369563970166,-0.378288740245,-0.386991869919,-0.395675105485,-0.404340010272,-0.412987987988,-0.421620302587,-0.430238095238,-0.438842398884,-0.447434150772,-0.456014203285,-0.464583333333,-0.473142250531,-0.481691604323,-0.490231990232,-0.498763955343,-0.507288003126,-0.515804597701,-0.524314167606,-0.532817109145,-0.541313789359,-0.549804548685,-0.558289703316,-0.566769547325,-0.575244354567,-0.583714380384,-0.592179863148,-0.600641025641,-0.609098076317,-0.617551210428,-0.62600061106,-0.63444645006,
15,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.244444444444,-0.253779840849,-0.263028764805,-0.272201946472,-0.281308411215,-0.290355805243,-0.299350649351,-0.308298538622,-0.317204301075,-0.326072124756,-0.334905660377,-0.343708104814,-0.352482269504,-0.361230636833,-0.369955406912,-0.378658536585,-0.387341772152,-0.396006676939,-0.404654654655,-0.413286969253,-0.421904761905,-0.430509065551,-0.439100817439,-0.447680869951,-0.45625,-0.464808917197,-0.473358270989,-0.481898656899,-0.49043062201,-0.498954669793,-0.507471264368,-0.515980834273,-0.524483775811,-0.532980456026,-0.541471215352,-0.549956369983,-0.558436213992,-0.566911021234,-0.575381047051,-0.583846529814,-0.592307692308,-0.600764742983,-0.609217877095,-0.617667277727,-0.626113116727,
16,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.245446507515,-0.254695431472,-0.263868613139,-0.272975077882,-0.28202247191,-0.291017316017,-0.299965205289,-0.308870967742,-0.317738791423,-0.326572327044,-0.335374771481,-0.34414893617,-0.3528973035,-0.361622073579,-0.370325203252,-0.379008438819,-0.387673343606,-0.396321321321,-0.40495363592,-0.413571428571,-0.422175732218,-0.430767484105,-0.439347536618,-0.447916666667,-0.456475583864,-0.465024937656,-0.473565323565,-0.482097288676,-0.49062133646,-0.499137931034,-0.507647500939,-0.516150442478,-0.524647122693,-0.533137882018,-0.541623036649,-0.550102880658,-0.5585776879,-0.567047713718,-0.575513196481,-0.583974358974,-0.59243140965,-0.600884543762,-0.609333944394,-0.617779783394,
17,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.246362098139,-0.255535279805,-0.264641744548,-0.273689138577,-0.282683982684,-0.291631871955,-0.300537634409,-0.30940545809,-0.318238993711,-0.327041438147,-0.335815602837,-0.344563970166,-0.353288740245,-0.361991869919,-0.370675105485,-0.379340010272,-0.387987987988,-0.396620302587,-0.405238095238,-0.413842398884,-0.422434150772,-0.431014203285,-0.439583333333,-0.448142250531,-0.456691604323,-0.465231990232,-0.473763955343,-0.482288003126,-0.490804597701,-0.499314167606,-0.507817109145,-0.516313789359,-0.524804548685,-0.533289703316,-0.541769547325,-0.550244354567,-0.558714380384,-0.567179863148,-0.575641025641,-0.584098076317,-0.592551210428,-0.60100061106,-0.60944645006,
18,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.247201946472,-0.256308411215,-0.265355805243,-0.274350649351,-0.283298538622,-0.292204301075,-0.301072124756,-0.309905660377,-0.318708104814,-0.327482269504,-0.336230636833,-0.344955406912,-0.353658536585,-0.362341772152,-0.371006676939,-0.379654654655,-0.388286969253,-0.396904761905,-0.405509065551,-0.414100817439,-0.422680869951,-0.43125,-0.439808917197,-0.448358270989,-0.456898656899,-0.46543062201,-0.473954669793,-0.482471264368,-0.490980834273,-0.499483775811,-0.507980456026,-0.516471215352,-0.524956369983,-0.533436213992,-0.541911021234,-0.550381047051,-0.558846529814,-0.567307692308,-0.575764742983,-0.584217877095,-0.592667277727,-0.601113116727,
19,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.247975077882,-0.25702247191,-0.266017316017,-0.274965205289,-0.283870967742,-0.292738791423,-0.301572327044,-0.310374771481,-0.31914893617,-0.3278973035,-0.336622073579,-0.345325203252,-0.354008438819,-0.362673343606,-0.371321321321,-0.37995363592,-0.388571428571,-0.397175732218,-0.405767484105,-0.414347536618,-0.422916666667,-0.431475583864,-0.440024937656,-0.448565323565,-0.457097288676,-0.46562133646,-0.474137931034,-0.482647500939,-0.491150442478,-0.499647122693,-0.508137882018,-0.516623036649,-0.525102880658,-0.5335776879,-0.542047713718,-0.550513196481,-0.558974358974,-0.56743140965,-0.575884543762,-0.584333944394,-0.592779783394,
20,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.248689138577,-0.257683982684,-0.266631871955,-0.275537634409,-0.28440545809,-0.293238993711,-0.302041438147,-0.310815602837,-0.319563970166,-0.328288740245,-0.336991869919,-0.345675105485,-0.354340010272,-0.362987987988,-0.371620302587,-0.380238095238,-0.388842398884,-0.397434150772,-0.406014203285,-0.414583333333,-0.423142250531,-0.431691604323,-0.440231990232,-0.448763955343,-0.457288003126,-0.465804597701,-0.474314167606,-0.482817109145,-0.491313789359,-0.499804548685,-0.508289703316,-0.516769547325,-0.525244354567,-0.533714380384,-0.542179863148,-0.550641025641,-0.559098076317,-0.567551210428,-0.57600061106,-0.58444645006,
21,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.249350649351,-0.258298538622,-0.267204301075,-0.276072124756,-0.284905660377,-0.293708104814,-0.302482269504,-0.311230636833,-0.319955406912,-0.328658536585,-0.337341772152,-0.346006676939,-0.354654654655,-0.363286969253,-0.371904761905,-0.380509065551,-0.389100817439,-0.397680869951,-0.40625,-0.414808917197,-0.423358270989,-0.431898656899,-0.44043062201,-0.448954669793,-0.457471264368,-0.465980834273,-0.474483775811,-0.482980456026,-0.491471215352,-0.499956369983,-0.508436213992,-0.516911021234,-0.525381047051,-0.533846529814,-0.542307692308,-0.550764742983,-0.559217877095,-0.567667277727,-0.576113116727,
22,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.241017316017,-0.249965205289,-0.258870967742,-0.267738791423,-0.276572327044,-0.285374771481,-0.29414893617,-0.3028973035,-0.311622073579,-0.320325203252,-0.329008438819,-0.337673343606,-0.346321321321,-0.35495363592,-0.363571428571,-0.372175732218,-0.380767484105,-0.389347536618,-0.397916666667,-0.406475583864,-0.415024937656,-0.423565323565,-0.432097288676,-0.44062133646,-0.449137931034,-0.457647500939,-0.466150442478,-0.474647122693,-0.483137882018,-0.491623036649,-0.500102880658,-0.5085776879,-0.517047713718,-0.525513196481,-0.533974358974,-0.54243140965,-0.550884543762,-0.559333944394,-0.567779783394,
23,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.241017316017,-0.241631871955,-0.250537634409,-0.25940545809,-0.268238993711,-0.277041438147,-0.285815602837,-0.294563970166,-0.303288740245,-0.311991869919,-0.320675105485,-0.329340010272,-0.337987987988,-0.346620302587,-0.355238095238,-0.363842398884,-0.372434150772,-0.381014203285,-0.389583333333,-0.398142250531,-0.406691604323,-0.415231990232,-0.423763955343,-0.432288003126,-0.440804597701,-0.449314167606,-0.457817109145,-0.466313789359,-0.474804548685,-0.483289703316,-0.491769547325,-0.500244354567,-0.508714380384,-0.517179863148,-0.525641025641,-0.534098076317,-0.542551210428,-0.55100061106,-0.55944645006,
24,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.241017316017,-0.241631871955,-0.242204301075,-0.251072124756,-0.259905660377,-0.268708104814,-0.277482269504,-0.286230636833,-0.294955406912,-0.303658536585,-0.312341772152,-0.321006676939,-0.329654654655,-0.338286969253,-0.346904761905,-0.355509065551,-0.364100817439,-0.372680869951,-0.38125,-0.389808917197,-0.398358270989,-0.406898656899,-0.41543062201,-0.423954669793,-0.432471264368,-0.440980834273,-0.449483775811,-0.457980456026,-0.466471215352,-0.474956369983,-0.483436213992,-0.491911021234,-0.500381047051,-0.508846529814,-0.517307692308,-0.525764742983,-0.534217877095,-0.542667277727,-0.551113116727,
25,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.241017316017,-0.241631871955,-0.242204301075,-0.242738791423,-0.251572327044,-0.260374771481,-0.26914893617,-0.2778973035,-0.286622073579,-0.295325203252,-0.304008438819,-0.312673343606,-0.321321321321,-0.32995363592,-0.338571428571,-0.347175732218,-0.355767484105,-0.364347536618,-0.372916666667,-0.381475583864,-0.390024937656,-0.398565323565,-0.407097288676,-0.41562133646,-0.424137931034,-0.432647500939,-0.441150442478,-0.449647122693,-0.458137882018,-0.466623036649,-0.475102880658,-0.4835776879,-0.492047713718,-0.500513196481,-0.508974358974,-0.51743140965,-0.525884543762,-0.534333944394,-0.542779783394,
26,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.241017316017,-0.241631871955,-0.242204301075,-0.242738791423,-0.243238993711,-0.252041438147,-0.260815602837,-0.269563970166,-0.278288740245,-0.286991869919,-0.295675105485,-0.304340010272,-0.312987987988,-0.321620302587,-0.330238095238,-0.338842398884,-0.347434150772,-0.356014203285,-0.364583333333,-0.373142250531,-0.381691604323,-0.390231990232,-0.398763955343,-0.407288003126,-0.415804597701,-0.424314167606,-0.432817109145,-0.441313789359,-0.449804548685,-0.458289703316,-0.466769547325,-0.475244354567,-0.483714380384,-0.492179863148,-0.500641025641,-0.509098076317,-0.517551210428,-0.52600061106,-0.53444645006,
27,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.241017316017,-0.241631871955,-0.242204301075,-0.242738791423,-0.243238993711,-0.243708104814,-0.252482269504,-0.261230636833,-0.269955406912,-0.278658536585,-0.287341772152,-0.296006676939,-0.304654654655,-0.313286969253,-0.321904761905,-0.330509065551,-0.339100817439,-0.347680869951,-0.35625,-0.364808917197,-0.373358270989,-0.381898656899,-0.39043062201,-0.398954669793,-0.407471264368,-0.415980834273,-0.424483775811,-0.432980456026,-0.441471215352,-0.449956369983,-0.458436213992,-0.466911021234,-0.475381047051,-0.483846529814,-0.492307692308,-0.500764742983,-0.509217877095,-0.517667277727,-0.526113116727,
28,-0.182142857143,-0.192759562842,-0.200779376499,-0.207051282051,-0.212090558767,-0.216228070175,-0.219685990338,-0.222619047619,-0.225138312586,-0.227325581395,-0.229242424242,-0.230936073059,-0.232443365696,-0.233793456033,-0.235009718173,-0.236111111111,-0.237113174182,-0.238028764805,-0.238868613139,-0.239641744548,-0.240355805243,-0.241017316017,-0.241631871955,-0.242204301075,-0.242738791423,-0.243238993711,-0.243708104814,-0.24414893617,-0.2528973035,-0.261622073579,-0.270325203252,-0.279008438819,-0.287673343606,-0.296321321321,-0.30495363592,-0.313571428571,-0.322175732218,-0.330767484105,-0.339347536618,-0.347916666667,-0.356475583864,-0.365024937656,-0.373565323565,-0.382097288676,-0.39062133646,-0.399137931034,-0.407647500939,-0.416150442478,-0.424647122693,-0.433137882018,-0.441623036649,-0.450102880658,-0.4585776879,-0.467047713718,-0.475513196481,-0.483974358974,-0.49243140965,-0.500884543762,-0.509333944394,-0.517779783394,
